taxon_order,category,species_code,primary_com_name,sci_name
1860,species,whnpig1,White-naped Pigeon,Columba albinucha
1861,species,aswpig1,Ashy Wood-Pigeon,Columba pulchricollis
1862,species,niwpig1,Nilgiri Wood-Pigeon,Columba elphinstonii
1863,species,ceywop1,Sri Lanka Wood-Pigeon,Columba torringtoniae
1864,species,pacpig1,Pale-capped Pigeon,Columba punicea
1865,species,siwpig1,Silvery Wood-Pigeon,Columba argentina
1866,species,anwpig1,Andaman Wood-Pigeon,Columba palumboides
1867,species,jawpig1,Japanese Wood-Pigeon,Columba janthina
1870,species,ryupig1,Ryukyu Pigeon,Columba jouyi
1871,species,bonpig1,Bonin Pigeon,Columba versicolor
1872,species,metpig1,Metallic Pigeon,Columba vitiensis
1873,issf,metpig2,Metallic Pigeon (Metallic),Columba vitiensis [vitiensis Group]
1881,issf,metpig3,Metallic Pigeon (Samoan),Columba vitiensis castaneiceps
1882,species,whhpig1,White-headed Pigeon,Columba leucomela
1883,species,yelpig1,Yellow-legged Pigeon,Columba pallidiceps
1884,spuh,columb1,Columba sp.,Columba sp.
1885,species,pavpig2,Pale-vented Pigeon,Patagioenas cayennensis
1891,species,scapig2,Scaled Pigeon,Patagioenas speciosa
1892,species,scnpig1,Scaly-naped Pigeon,Patagioenas squamosa
1893,species,picpig2,Picazuro Pigeon,Patagioenas picazuro
1896,species,baepig2,Bare-eyed Pigeon,Patagioenas corensis
1897,species,spwpig3,Spot-winged Pigeon,Patagioenas maculosa
1898,issf,spwpig2,Spot-winged Pigeon (albipennis),Patagioenas maculosa albipennis
1899,issf,spwpig4,Spot-winged Pigeon (maculosa),Patagioenas maculosa maculosa
1900,species,whcpig2,White-crowned Pigeon,Patagioenas leucocephala
1901,species,rebpig1,Red-billed Pigeon,Patagioenas flavirostris
1906,species,plapig,Plain Pigeon,Patagioenas inornata
1910,species,batpig1,Band-tailed Pigeon,Patagioenas fasciata
1911,issf,batpig2,Band-tailed Pigeon (Northern),Patagioenas fasciata [fasciata Group]
1915,issf,batpig4,Band-tailed Pigeon (Viosca's),Patagioenas fasciata vioscae
1916,issf,batpig3,Band-tailed Pigeon (White-necked),Patagioenas fasciata [albilinea Group]
1920,slash,y00319,Rock/Band-tailed Pigeon,Columba livia/Patagioenas fasciata
1921,species,chipig2,Chilean Pigeon,Patagioenas araucana
1922,species,ritpig,Ring-tailed Pigeon,Patagioenas caribaea
1923,species,perpig2,Peruvian Pigeon,Patagioenas oenops
1924,species,plupig2,Plumbeous Pigeon,Patagioenas plumbea
1931,species,rudpig,Ruddy Pigeon,Patagioenas subvinacea
1932,issf,rudpig2,Ruddy Pigeon (Berlepsch's),Patagioenas subvinacea subvinacea/berlepschi
1935,issf,rudpig3,Ruddy Pigeon (Ruddy),Patagioenas subvinacea [purpureotincta Group]
1942,slash,y00781,Plumbeous/Ruddy Pigeon,Patagioenas plumbea/subvinacea
1943,species,shbpig,Short-billed Pigeon,Patagioenas nigrirostris
1944,slash,y00782,Ruddy/Short-billed Pigeon,Patagioenas subvinacea/nigrirostris
1945,species,duspig2,Dusky Pigeon,Patagioenas goodsoni
1946,spuh,patagi1,Patagioenas sp.,Patagioenas sp.
1947,species,paspig,Passenger Pigeon,Ectopistes migratorius
1948,species,pinpig2,Pink Pigeon,Nesoenas mayeri
1949,species,reupig1,Reunion Pigeon,Nesoenas duboisi
1950,species,mautud1,Mauritius Turtle-Dove,Nesoenas cicur
1951,species,rodtud1,Rodrigues Turtle-Dove,Nesoenas rodericanus
1952,species,eutdov,European Turtle-Dove,Streptopelia turtur
1957,species,dutdov1,Dusky Turtle-Dove,Streptopelia lugens
1958,species,adtdov1,Adamawa Turtle-Dove,Streptopelia hypopyrrha
1959,species,ortdov,Oriental Turtle-Dove,Streptopelia orientalis
1966,species,iscdov1,Island Collared-Dove,Streptopelia bitorquata
1967,species,phicod1,Philippine Collared-Dove,Streptopelia dusumieri
1968,species,eucdov,Eurasian Collared-Dove,Streptopelia decaocto
1969,issf,eurcod1,Eurasian Collared-Dove (Eurasian),Streptopelia decaocto decaocto
1970,issf,eurcod2,Eurasian Collared-Dove (Burmese),Streptopelia decaocto xanthocycla
1971,species,afcdov1,African Collared-Dove,Streptopelia roseogrisea
1974,domestic,afrcod1,African Collared-Dove (Domestic type or Ringed Turtle-Dove),Streptopelia roseogrisea (Domestic type)
1975,hybrid,x00799,Eurasian x African Collared-Dove (hybrid),Streptopelia decaocto x roseogrisea
1976,slash,y00851,Eurasian/African Collared-Dove,Streptopelia decaocto/roseogrisea
1977,species,wwcdov1,White-winged Collared-Dove,Streptopelia reichenowi
1978,species,afmdov1,Mourning Collared-Dove,Streptopelia decipiens
1985,species,reedov1,Red-eyed Dove,Streptopelia semitorquata
1986,species,rindov,Ring-necked Dove,Streptopelia capicola
1993,species,vindov1,Vinaceous Dove,Streptopelia vinacea
1994,species,recdov1,Red Collared-Dove,Streptopelia tranquebarica
1997,slash,y01078,Eurasian/Red Collared-Dove,Streptopelia decaocto/tranquebarica
1998,species,matdov1,Madagascar Turtle-Dove,Streptopelia picturata
2004,species,spodov,Spotted Dove,Streptopelia chinensis
2005,issf,spodov1,Spotted Dove (Western),Streptopelia chinensis suratensis
2006,issf,spodov2,Spotted Dove (Eastern),Streptopelia chinensis chinensis/tigrina
2009,species,laudov1,Laughing Dove,Streptopelia senegalensis
2015,spuh,strept1,Streptopelia sp.,Streptopelia sp.
2016,species,bacdov1,Barred Cuckoo-Dove,Macropygia unchall
2020,species,brcdov1,Brown Cuckoo-Dove,Macropygia phasianella
2021,species,ducdov1,Flores Sea Cuckoo-Dove,Macropygia macassariensis
2024,species,timcud1,Timor Cuckoo-Dove,Macropygia magna
2025,species,tancud1,Tanimbar Cuckoo-Dove,Macropygia timorlaoensis
2026,species,sbcdov1,Amboyna Cuckoo-Dove,Macropygia amboinensis
2037,species,sulcud1,Sultan's Cuckoo-Dove,Macropygia doreya
2038,issf,sulcud3,Sultan's Cuckoo-Dove (Sulawesi),Macropygia doreya [albicapilla Group]
2043,issf,sulcud4,Sultan's Cuckoo-Dove (Sultan's),Macropygia doreya [doreya Group]
2047,slash,y01028,Amboyna/Sultan's Cuckoo-Dove,Macropygia amboinensis/doreya
2048,species,ancdov1,Andaman Cuckoo-Dove,Macropygia rufipennis
2049,species,phcdov1,Philippine Cuckoo-Dove,Macropygia tenuirostris
2054,form,palcud1,Palawan Cuckoo-Dove (undescribed form),Macropygia [undescribed form]
2055,species,rucdov1,Ruddy Cuckoo-Dove,Macropygia emiliana
2058,species,engcud1,Enggano Cuckoo-Dove,Macropygia cinnamomea
2059,species,barcud1,Barusan Cuckoo-Dove,Macropygia modiglianii
2063,species,bbcdov1,Black-billed Cuckoo-Dove,Macropygia nigrirostris
2064,species,macdov1,Mackinlay's Cuckoo-Dove,Macropygia mackinlayi
2067,species,licdov1,Little Cuckoo-Dove,Macropygia ruficeps
2076,spuh,macrop1,Macropygia sp.,Macropygia sp.
2077,species,grcdov2,Great Cuckoo-Dove,Reinwardtoena reinwardti
2081,species,picdov1,Pied Cuckoo-Dove,Reinwardtoena browni
2082,species,crcdov1,Crested Cuckoo-Dove,Reinwardtoena crassirostris
2083,species,wfcdov1,White-faced Cuckoo-Dove,Turacoena manadensis
2084,species,sulcud2,Sula Cuckoo-Dove,Turacoena sulaensis
2085,species,slacud1,Slaty Cuckoo-Dove,Turacoena modesta
2086,species,eswdov1,Emerald-spotted Wood-Dove,Turtur chalcospilos
2087,species,bbwdov1,Black-billed Wood-Dove,Turtur abyssinicus
2088,species,bswdov1,Blue-spotted Wood-Dove,Turtur afer
2089,species,tamdov1,Tambourine Dove,Turtur tympanistria
2090,species,bhwdov1,Blue-headed Wood-Dove,Turtur brehmeri
2093,spuh,turtur1,Turtur sp.,Turtur sp.
2094,species,namdov1,Namaqua Dove,Oena capensis
2097,species,emedov2,Asian Emerald Dove,Chalcophaps indica
2103,species,emedov3,Pacific Emerald Dove,Chalcophaps longirostris
2107,hybrid,x00849,Asian x Pacific Emerald Dove (hybrid),Chalcophaps indica x longirostris
2108,slash,emedov1,Asian/Pacific Emerald Dove,Chalcophaps indica/longirostris
2109,species,stedov1,Stephan's Dove,Chalcophaps stephani
2113,species,negbro1,New Guinea Bronzewing,Henicophaps albifrons
2116,species,nebbro1,New Britain Bronzewing,Henicophaps foersteri
2117,species,wegdov1,Wetar Ground Dove,Alopecoenas hoedtii
2118,species,frgdov1,Shy Ground Dove,Alopecoenas stairi
2119,species,scgdov1,Santa Cruz Ground Dove,Alopecoenas sanctaecrucis
2120,species,tbgdov1,Thick-billed Ground Dove,Alopecoenas salamonis
2121,species,tangrd1,Tanna Ground Dove,Alopecoenas ferrugineus
2122,species,brgdov1,Bronze Ground Dove,Alopecoenas beccarii
2123,issf,brogrd1,Bronze Ground Dove (Western),Alopecoenas beccarii beccarii
2124,issf,brogrd2,Bronze Ground Dove (Eastern),Alopecoenas beccarii [johannae Group]
2131,species,pagdov1,Palau Ground Dove,Alopecoenas canifrons
2132,species,wbgdov1,White-bibbed Ground Dove,Alopecoenas jobiensis
2135,species,margrd1,Marquesas Ground Dove,Alopecoenas rubescens
2136,species,cigdov1,Caroline Islands Ground Dove,Alopecoenas kubaryi
2137,species,pogdov1,Polynesian Ground Dove,Alopecoenas erythropterus
2138,species,wtgdov1,White-throated Ground Dove,Alopecoenas xanthonurus
2139,species,norgrd1,Norfolk Ground Dove,Alopecoenas norfolkensis
2140,species,combro1,Common Bronzewing,Phaps chalcoptera
2141,species,brubro1,Brush Bronzewing,Phaps elegans
2144,species,flobro1,Flock Bronzewing,Phaps histrionica
2145,species,crepig1,Crested Pigeon,Ocyphaps lophotes
2148,species,spipig2,Spinifex Pigeon,Geophaps plumifera
2149,issf,spipig4,Spinifex Pigeon (Rufous-bellied),Geophaps plumifera ferruginea
2150,issf,spipig5,Spinifex Pigeon (White-bellied),Geophaps plumifera plumifera/leucogaster
2153,species,squpig1,Squatter Pigeon,Geophaps scripta
2156,species,parpig1,Partridge Pigeon,Geophaps smithii
2159,species,cqrpig1,Chestnut-quilled Rock-Pigeon,Petrophassa rufipennis
2160,species,wqrpig1,White-quilled Rock-Pigeon,Petrophassa albipennis
2163,species,wonpig1,Wonga Pigeon,Leucosarcia melanoleuca
2164,species,diadov1,Diamond Dove,Geopelia cuneata
2165,species,zebdov,Zebra Dove,Geopelia striata
2166,species,peadov1,Peaceful Dove,Geopelia placida
2170,species,bardov2,Barred Dove,Geopelia maugeus
2171,species,basdov1,Bar-shouldered Dove,Geopelia humeralis
2175,species,incdov,Inca Dove,Columbina inca
2176,species,cogdov,Common Ground Dove,Columbina passerina
2195,species,pbgdov1,Plain-breasted Ground Dove,Columbina minuta
2200,species,rugdov,Ruddy Ground Dove,Columbina talpacoti
2205,slash,y00852,Common/Ruddy Ground Dove,Columbina passerina/talpacoti
2206,species,ecgdov1,Ecuadorian Ground Dove,Columbina buckleyi
2207,species,scadov1,Scaled Dove,Columbina squammata
2210,species,pigdov1,Picui Ground Dove,Columbina picui
2213,species,crgdov1,Croaking Ground Dove,Columbina cruziana
2214,species,begdov2,Blue-eyed Ground Dove,Columbina cyanopis
2215,spuh,y00320,ground dove/Inca Dove sp.,Columbina sp.
2216,species,blgdov1,Blue Ground Dove,Claravis pretiosa
2217,species,mcgdov1,Maroon-chested Ground Dove,Paraclaravis mondetoura
2224,species,pwgdov1,Purple-winged Ground Dove,Paraclaravis geoffroyi
2225,species,bfgdov1,Bare-faced Ground Dove,Metriopelia ceciliae
2229,species,begdov1,Bare-eyed Ground Dove,Metriopelia morenoi
2230,species,bwgdov1,Black-winged Ground Dove,Metriopelia melanoptera
2233,species,gsgdov1,Golden-spotted Ground Dove,Metriopelia aymara
2234,species,ltgdov1,Long-tailed Ground Dove,Uropelia campestris
2235,species,bhqdov1,Blue-headed Quail-Dove,Starnoenas cyanocephala
2236,species,sapqud1,Purple Quail-Dove,Geotrygon purpurata
2237,species,sapqud2,Sapphire Quail-Dove,Geotrygon saphirina
2240,species,crqdov1,Crested Quail-Dove,Geotrygon versicolor
2241,species,ruqdov,Ruddy Quail-Dove,Geotrygon montana
2242,issf,rudqud1,Ruddy Quail-Dove (Ruddy),Geotrygon montana montana
2243,issf,rudqud2,Ruddy Quail-Dove (Martinique),Geotrygon montana martinica
2244,species,viqdov1,Violaceous Quail-Dove,Geotrygon violacea
2247,species,gfqdov,Gray-fronted Quail-Dove,Geotrygon caniceps
2248,species,wfqdov,White-fronted Quail-Dove,Geotrygon leucometopia
2249,species,kwqdov,Key West Quail-Dove,Geotrygon chrysia
2250,species,brqdov1,Bridled Quail-Dove,Geotrygon mystacea
2251,species,obqdov1,Olive-backed Quail-Dove,Leptotrygon veraguensis
2252,species,whtdov,White-tipped Dove,Leptotila verreauxi
2253,issf,whtdov1,White-tipped Dove (White-tipped),Leptotila verreauxi [verreauxi Group]
2263,issf,whtdov2,White-tipped Dove (decolor),Leptotila verreauxi decolor
2264,issf,whtdov3,White-tipped Dove (brasiliensis Group),Leptotila verreauxi [brasiliensis Group]
2269,species,cardov1,Caribbean Dove,Leptotila jamaicensis
2274,species,grcdov1,Gray-chested Dove,Leptotila cassinii
2275,issf,gycdov3,Gray-chested Dove (cerviniventris),Leptotila cassinii cerviniventris
2276,issf,gycdov2,Gray-chested Dove (rufinucha),Leptotila cassinii rufinucha
2277,issf,gycdov1,Gray-chested Dove (cassinii),Leptotila cassinii cassinii
2278,species,toldov1,Tolima Dove,Leptotila conoveri
2279,species,ocbdov1,Ochre-bellied Dove,Leptotila ochraceiventris
2280,species,gyhdov1,Gray-headed Dove,Leptotila plumbeiceps
2281,issf,gyhdov2,Gray-headed Dove (Gray-headed),Leptotila plumbeiceps plumbeiceps/notia
2284,issf,gyhdov3,Gray-headed Dove (Brown-backed),Leptotila plumbeiceps battyi/malae
2287,species,grfdov1,Gray-fronted Dove,Leptotila rufaxilla
2294,species,gredov1,Grenada Dove,Leptotila wellsi
2295,species,paldov1,Pallid Dove,Leptotila pallida
2296,species,latdov1,Large-tailed Dove,Leptotila megalura
2297,spuh,leptot1,Leptotila sp.,Leptotila sp.
2298,species,tuqdov1,Tuxtla Quail-Dove,Zentrygon carrikeri
2299,species,bfqdov1,Buff-fronted Quail-Dove,Zentrygon costaricensis
2300,species,pbqdov1,Purplish-backed Quail-Dove,Zentrygon lawrencii
2301,species,wfqdov1,White-faced Quail-Dove,Zentrygon albifacies
2302,species,wtqdov1,White-throated Quail-Dove,Zentrygon frenata
2307,species,liqdov1,Lined Quail-Dove,Zentrygon linearis
2308,issf,linqud1,Lined Quail-Dove (linearis),Zentrygon linearis linearis
2309,issf,linqud2,Lined Quail-Dove (trinitatis),Zentrygon linearis trinitatis
2310,species,chqdov1,Chiriqui Quail-Dove,Zentrygon chiriquensis
2311,species,rcqdov1,Russet-crowned Quail-Dove,Zentrygon goldmani
2314,spuh,geotry1,quail-dove sp.,Geotrygon/Leptotrygon/Zentrygon sp.
2315,species,wepdov1,West Peruvian Dove,Zenaida meloda
2316,species,whwdov,White-winged Dove,Zenaida asiatica
2320,species,zendov,Zenaida Dove,Zenaida aurita
2324,species,galdov1,Galapagos Dove,Zenaida galapagoensis
2327,species,eardov1,Eared Dove,Zenaida auriculata
2339,species,moudov,Mourning Dove,Zenaida macroura
2345,hybrid,x00767,Eurasian Collared-Dove x Mourning Dove (hybrid),Streptopelia decaocto x Zenaida macroura
2346,species,socdov1,Socorro Dove,Zenaida graysoni
2347,species,nicpig1,Nicobar Pigeon,Caloenas nicobarica
2350,species,spgpig1,Spotted Green Pigeon,Caloenas maculata
2351,species,dodo1,Dodo,Raphus cucullatus
2352,species,rodsol2,Rodrigues Solitaire,Pezophaps solitaria
2353,species,sugdov1,Sulawesi Ground Dove,Gallicolumba tristigmata
2357,species,cigdov2,Cinnamon Ground Dove,Gallicolumba rufigula
2363,species,mibhea2,Mindoro Bleeding-heart,Gallicolumba platenae
2364,species,nebhea1,Negros Bleeding-heart,Gallicolumba keayi
2365,species,subhea1,Sulu Bleeding-heart,Gallicolumba menagei
2366,species,lubhea1,Luzon Bleeding-heart,Gallicolumba luzonica
2370,species,minblh1,Mindanao Bleeding-heart,Gallicolumba crinigera
2374,species,chopig1,Choiseul Pigeon,Microgoura meeki
2375,species,tbgpig2,Thick-billed Ground-Pigeon,Trugon terrestris
2379,species,phepig1,Pheasant Pigeon,Otidiphaps nobilis
2380,issf,phepig2,Pheasant Pigeon (Green-naped),Otidiphaps nobilis nobilis
2381,issf,phepig3,Pheasant Pigeon (White-naped),Otidiphaps nobilis aruensis
2382,issf,phepig4,Pheasant Pigeon (Gray-naped),Otidiphaps nobilis cervicalis
2383,issf,phepig5,Pheasant Pigeon (Black-naped),Otidiphaps nobilis insularis
2384,species,wecpig1,Western Crowned-Pigeon,Goura cristata
2385,species,soucrp1,Sclater's Crowned-Pigeon,Goura sclaterii
2386,species,soucrp2,Scheepmaker's Crowned-Pigeon,Goura scheepmakeri
2387,species,vicpig1,Victoria Crowned-Pigeon,Goura victoria
2390,spuh,crowne1,crowned-pigeon sp.,Goura sp.
2391,species,tobpig1,Tooth-billed Pigeon,Didunculus strigirostris
2392,species,whedov1,White-eared Brown-Dove,Phapitreron leucotis
2393,issf,whebrd1,White-eared Brown-Dove (White-eared),Phapitreron leucotis leucotis
2394,issf,whebrd2,White-eared Brown-Dove (Buff-eared),Phapitreron leucotis nigrorum
2395,issf,whebrd3,White-eared Brown-Dove (Short-billed),Phapitreron leucotis brevirostris/occipitalis
2398,species,amedov1,Amethyst Brown-Dove,Phapitreron amethystinus
2399,issf,amebrd1,Amethyst Brown-Dove (Amethyst),Phapitreron amethystinus amethystinus/imeldae
2402,issf,amebrd2,Amethyst Brown-Dove (Gray-breasted),Phapitreron amethystinus maculipectus
2403,issf,amebrd3,Amethyst Brown-Dove (Cebu),Phapitreron amethystinus frontalis
2404,species,daedov2,Mindanao Brown-Dove,Phapitreron brunneiceps
2405,species,daedov3,Tawitawi Brown-Dove,Phapitreron cinereiceps
2406,spuh,brown-1,brown-dove sp.,Phapitreron sp.
2407,species,ligpig1,Little Green-Pigeon,Treron olax
2408,species,pinpig3,Pink-necked Green-Pigeon,Treron vernans
2409,species,cihpig1,Cinnamon-headed Green-Pigeon,Treron fulvicollis
2414,species,orbpig1,Orange-breasted Green-Pigeon,Treron bicinctus
2419,species,pogpig1,Sri Lanka Green-Pigeon,Treron pompadora
2420,species,pomgrp2,Gray-fronted Green-Pigeon,Treron affinis
2421,species,pomgrp4,Andaman Green-Pigeon,Treron chloropterus
2422,species,pomgrp5,Ashy-headed Green-Pigeon,Treron phayrei
2423,species,pomgrp1,Philippine Green-Pigeon,Treron axillaris
2428,species,pomgrp3,Buru Green-Pigeon,Treron aromaticus
2429,species,thbpig1,Thick-billed Green-Pigeon,Treron curvirostra
2430,issf,thbpig3,Thick-billed Green-Pigeon (Thick-billed),Treron curvirostra curvirostra
2431,issf,thbpig2,Thick-billed Green-Pigeon (Barusan),Treron curvirostra hypothapsinus
2432,species,gycpig1,Gray-cheeked Green-Pigeon,Treron griseicauda
2437,species,sugpig2,Sumba Green-Pigeon,Treron teysmannii
2438,species,flgpig1,Flores Green-Pigeon,Treron floris
2439,species,timgrp1,Timor Green-Pigeon,Treron psittaceus
2440,species,lagpig1,Large Green-Pigeon,Treron capellei
2441,species,yefpig1,Yellow-footed Green-Pigeon,Treron phoenicopterus
2447,species,brgpig1,Bruce's Green-Pigeon,Treron waalia
2448,species,madgrp2,Comoros Green-Pigeon,Treron griveaudi
2449,species,madgrp1,Madagascar Green-Pigeon,Treron australis
2452,species,pegpig1,Pemba Green-Pigeon,Treron pembaensis
2453,species,stgpig1,Sao Tome Green-Pigeon,Treron sanctithomae
2454,species,yevpig1,Yellow-vented Green-Pigeon,Treron seimundi
2457,species,pitpig1,Pin-tailed Green-Pigeon,Treron apicauda
2461,species,afrgrp1,African Green-Pigeon,Treron calvus
2462,issf,afrgrp2,African Green-Pigeon (African),Treron calvus [calvus Group]
2477,issf,afrgrp3,African Green-Pigeon (Gray-breasted),Treron calvus delalandii/granti
2480,species,gnspig1,Green-spectacled Green-Pigeon,Treron oxyurus
2481,species,wetpig1,Wedge-tailed Green-Pigeon,Treron sphenurus
2485,species,whbpig1,White-bellied Green-Pigeon,Treron sieboldii
2489,species,whgpig1,Whistling Green-Pigeon,Treron formosae
2490,issf,whigrp1,Whistling Green-Pigeon (Ryukyu),Treron formosae permagnus/medioximus
2493,issf,whigrp2,Whistling Green-Pigeon (Taiwan),Treron formosae formosae/filipinus
2496,spuh,treron1,green-pigeon sp.,Treron sp.
2497,species,bbfdov1,Black-backed Fruit-Dove,Ptilinopus cinctus
2504,species,bbfdov2,Black-banded Fruit-Dove,Ptilinopus alligator
2505,species,rnfdov1,Red-naped Fruit-Dove,Ptilinopus dohertyi
2506,species,phfdov1,Pink-headed Fruit-Dove,Ptilinopus porphyreus
2507,species,ybfdov2,Yellow-breasted Fruit-Dove,Ptilinopus occipitalis
2510,species,fbfdov1,Flame-breasted Fruit-Dove,Ptilinopus marchei
2511,species,crbfrd1,Cream-breasted Fruit-Dove,Ptilinopus merrilli
2514,species,refdov1,Red-eared Fruit-Dove,Ptilinopus fischeri
2515,issf,reefrd1,Red-eared Fruit-Dove (Red-eared),Ptilinopus fischeri fischeri/centralis
2518,issf,reefrd2,Red-eared Fruit-Dove (Lompobattang),Ptilinopus fischeri meridionalis
2519,species,jafdov1,Jambu Fruit-Dove,Ptilinopus jambu
2520,species,macfrd1,Maroon-chinned Fruit-Dove,Ptilinopus epius
2521,species,macfrd3,Banggai Fruit-Dove,Ptilinopus subgularis
2522,species,macfrd2,Sula Fruit-Dove,Ptilinopus mangoliensis
2523,species,bcfdov1,Black-chinned Fruit-Dove,Ptilinopus leclancheri
2527,species,sbfdov1,Scarlet-breasted Fruit-Dove,Ptilinopus bernsteinii
2530,species,wofdov1,Wompoo Fruit-Dove,Ptilinopus magnificus
2539,species,psfdov1,Pink-spotted Fruit-Dove,Ptilinopus perlatus
2543,species,orfdov1,Ornate Fruit-Dove,Ptilinopus ornatus
2544,issf,ornfrd1,Ornate Fruit-Dove (Western),Ptilinopus ornatus ornatus
2545,issf,ornfrd2,Ornate Fruit-Dove (Eastern),Ptilinopus ornatus gestroi
2546,species,tafdov1,Tanna Fruit-Dove,Ptilinopus tannensis
2547,species,offdov1,Orange-fronted Fruit-Dove,Ptilinopus aurantiifrons
2548,species,wafdov1,Wallace's Fruit-Dove,Ptilinopus wallacii
2549,species,sufdov1,Superb Fruit-Dove,Ptilinopus superbus
2550,issf,supfrd1,Superb Fruit-Dove (Western),Ptilinopus superbus temminckii
2551,issf,supfrd2,Superb Fruit-Dove (Eastern),Ptilinopus superbus superbus
2552,species,mcfdov1,Many-colored Fruit-Dove,Ptilinopus perousii
2555,species,pucfrd1,Purple-capped Fruit-Dove,Ptilinopus ponapensis
2556,species,kosfrd1,Kosrae Fruit-Dove,Ptilinopus hernsheimi
2557,species,ccfdov1,Crimson-crowned Fruit-Dove,Ptilinopus porphyraceus
2558,issf,crcfrd1,Crimson-crowned Fruit-Dove (Tongan),Ptilinopus porphyraceus porphyraceus
2559,issf,crcfrd2,Crimson-crowned Fruit-Dove (Samoan),Ptilinopus porphyraceus fasciatus
2560,species,pafdov1,Palau Fruit-Dove,Ptilinopus pelewensis
2561,species,cifdov1,Cook Islands Fruit-Dove,Ptilinopus rarotongensis
2564,species,mafdov2,Mariana Fruit-Dove,Ptilinopus roseicapilla
2565,species,rcfdov1,Rose-crowned Fruit-Dove,Ptilinopus regina
2571,species,scfdov1,Silver-capped Fruit-Dove,Ptilinopus richardsii
2574,species,gygfrd1,Gray-green Fruit-Dove,Ptilinopus purpuratus
2575,issf,gygfrd2,Gray-green Fruit-Dove (chrysogaster),Ptilinopus purpuratus chrysogaster
2576,issf,gygfrd3,Gray-green Fruit-Dove (purpuratus/frater),Ptilinopus purpuratus purpuratus/frater
2579,species,mafdov1,Makatea Fruit-Dove,Ptilinopus chalcurus
2580,species,atfdov1,Atoll Fruit-Dove,Ptilinopus coralensis
2581,species,rbfdov1,Red-bellied Fruit-Dove,Ptilinopus greyi
2582,species,rafdov1,Rapa Fruit-Dove,Ptilinopus huttoni
2583,species,wcfdov1,White-capped Fruit-Dove,Ptilinopus dupetithouarsii
2586,species,rmfdov1,Red-moustached Fruit-Dove,Ptilinopus mercierii
2587,species,hifdov1,Henderson Island Fruit-Dove,Ptilinopus insularis
2588,species,cofdov1,Coroneted Fruit-Dove,Ptilinopus coronulatus
2594,species,befdov1,Beautiful Fruit-Dove,Ptilinopus pulchellus
2597,species,bcfdov2,Blue-capped Fruit-Dove,Ptilinopus monacha
2598,species,whbfrd1,White-breasted Fruit-Dove,Ptilinopus rivoli
2604,species,ybfdov1,Yellow-bibbed Fruit-Dove,Ptilinopus solomonensis
2605,issf,yebfrd1,Yellow-bibbed Fruit-Dove (Geelvink),Ptilinopus solomonensis speciosus
2606,issf,yebfrd2,Yellow-bibbed Fruit-Dove (Yellow-banded),Ptilinopus solomonensis [solomonensis Group]
2615,species,cbfdov1,Claret-breasted Fruit-Dove,Ptilinopus viridis
2622,species,whfdov2,White-headed Fruit-Dove,Ptilinopus eugeniae
2623,species,obfdov1,Orange-bellied Fruit-Dove,Ptilinopus iozonus
2629,species,kbfdov1,Knob-billed Fruit-Dove,Ptilinopus insolitus
2632,species,gyhfrd1,Gray-headed Fruit-Dove,Ptilinopus hyogastrus
2633,species,cafdov1,Carunculated Fruit-Dove,Ptilinopus granulifrons
2634,species,bknfrd1,Black-naped Fruit-Dove,Ptilinopus melanospilus
2640,species,dwafrd1,Dwarf Fruit-Dove,Ptilinopus nainus
2641,species,nefdov1,Negros Fruit-Dove,Ptilinopus arcanus
2642,species,oradov1,Orange Dove,Ptilinopus victor
2645,species,goldov1,Golden Dove,Ptilinopus luteovirens
2646,species,veldov1,Velvet Dove,Ptilinopus layardi
2647,spuh,fruit-1,fruit-dove sp.,Ptilinopus sp.
2648,species,clfdov1,Cloven-feathered Dove,Drepanoptila holosericea
2649,species,mabpig2,Mauritius Blue-Pigeon,Alectroenas nitidissimus
2650,species,rodblp1,Rodrigues Blue-Pigeon,Alectroenas payandeei
2651,species,mabpig1,Madagascar Blue-Pigeon,Alectroenas madagascariensis
2652,species,cobpig1,Comoro Blue-Pigeon,Alectroenas sganzini
2655,species,sebpig1,Seychelles Blue-Pigeon,Alectroenas pulcherrimus
2656,species,pbipig1,Pink-bellied Imperial-Pigeon,Ducula poliocephala
2657,species,wbipig1,White-bellied Imperial-Pigeon,Ducula forsteni
2658,species,miipig2,Mindoro Imperial-Pigeon,Ducula mindorensis
2659,species,gyhimp1,Gray-headed Imperial-Pigeon,Ducula radiata
2660,species,spipig3,Spotted Imperial-Pigeon,Ducula carola
2664,species,gripig1,Green Imperial-Pigeon,Ducula aenea
2665,issf,grnimp1,Green Imperial-Pigeon (Green),Ducula aenea [aenea Group]
2675,issf,grnimp5,Green Imperial-Pigeon (Enggano),Ducula aenea oenothorax
2676,issf,grnimp3,Green Imperial-Pigeon (Maroon-naped),Ducula aenea nuchalis
2677,issf,grnimp4,Green Imperial-Pigeon (Rufous-naped),Ducula aenea paulina
2678,species,grnimp2,Nicobar Imperial-Pigeon,Ducula nicobarica
2679,species,wheimp2,Spectacled Imperial-Pigeon,Ducula perspicillata
2680,species,wheimp1,Seram Imperial-Pigeon,Ducula neglecta
2681,species,elipig1,Elegant Imperial-Pigeon,Ducula concinna
2682,species,paipig1,Pacific Imperial-Pigeon,Ducula pacifica
2685,species,rkipig1,Red-knobbed Imperial-Pigeon,Ducula rubricera
