taxon_order,category,species_code,primary_com_name,sci_name
595,species,nezsca1,New Zealand Scaup,Aythya novaeseelandiae
596,species,gresca,Greater Scaup,Aythya marila
599,hybrid,x00680,Redhead x Greater Scaup (hybrid),Aythya americana x marila
600,hybrid,x00779,Ring-necked Duck x Greater Scaup (hybrid),Aythya collaris x marila
601,hybrid,x00654,Tufted Duck x Greater Scaup (hybrid),Aythya fuligula x marila
602,species,lessca,Lesser Scaup,Aythya affinis
603,hybrid,x00678,Redhead x Lesser Scaup (hybrid),Aythya americana x affinis
604,hybrid,x00613,Ring-necked Duck x Lesser Scaup (hybrid),Aythya collaris x affinis
605,hybrid,x00653,Tufted Duck x Lesser Scaup (hybrid),Aythya fuligula x affinis
606,slash,scaup,Greater/Lesser Scaup,Aythya marila/affinis
607,hybrid,x00681,Redhead x scaup sp. (hybrid),Aythya americana x marila/affinis
608,hybrid,x00682,Ring-necked Duck x scaup sp. (hybrid),Aythya collaris x marila/affinis
609,hybrid,tdxsca1,Tufted Duck x scaup sp. (hybrid),Aythya fuligula x marila/affinis
610,spuh,aythya1,Aythya sp.,Aythya sp.
611,species,steeid,Steller's Eider,Polysticta stelleri
612,species,speeid,Spectacled Eider,Somateria fischeri
613,species,kineid,King Eider,Somateria spectabilis
614,hybrid,x00942,Spectacled x King Eider (hybrid),Somateria fischeri x spectabilis
615,species,comeid,Common Eider,Somateria mollissima
616,issf,comeid5,Common Eider (Eurasian),Somateria mollissima mollissima
617,issf,comeid6,Common Eider (Faeroe Is.),Somateria mollissima faeroeensis
618,issf,comeid1,Common Eider (Pacific),Somateria mollissima v-nigrum
619,issf,comeid2,Common Eider (Dresser's),Somateria mollissima dresseri
620,issf,comeid3,Common Eider (Northern),Somateria mollissima borealis
621,issf,comeid4,Common Eider (Hudson Bay),Somateria mollissima sedentaria
622,hybrid,x00881,Mallard x Common Eider (hybrid),Anas platyrhynchos x Somateria mollissima
623,slash,eider,King/Common Eider,Somateria spectabilis/mollissima
624,hybrid,x00665,King x Common Eider (hybrid),Somateria spectabilis x mollissima
625,spuh,eider1,eider sp.,Somateria sp.
626,species,harduc,Harlequin Duck,Histrionicus histrionicus
627,species,labduc,Labrador Duck,Camptorhynchus labradorius
628,species,sursco,Surf Scoter,Melanitta perspicillata
629,species,whwsco3,Velvet Scoter,Melanitta fusca
630,species,whwsco2,White-winged Scoter,Melanitta deglandi
631,species,whwsco1,Stejneger's Scoter,Melanitta stejnegeri
632,hybrid,x00882,Surf x White-winged Scoter (hybrid),Melanitta perspicillata x deglandi
633,slash,whwsco,Velvet/White-winged/Stejneger's Scoter,Melanitta fusca/deglandi/stejnegeri
634,slash,whwsco4,White-winged/Stejneger's Scoter,Melanitta deglandi/stejnegeri
635,species,blksco1,Common Scoter,Melanitta nigra
636,species,blksco2,Black Scoter,Melanitta americana
637,slash,dawsco,Surf/Black Scoter,Melanitta perspicillata/americana
638,slash,blksco,Common/Black Scoter,Melanitta nigra/americana
639,spuh,scoter,scoter sp.,Melanitta sp.
640,species,lotduc,Long-tailed Duck,Clangula hyemalis
641,species,buffle,Bufflehead,Bucephala albeola
642,species,comgol,Common Goldeneye,Bucephala clangula
645,hybrid,x00655,Bufflehead x Common Goldeneye (hybrid),Bucephala albeola x clangula
646,hybrid,x00909,Bufflehead x goldeneye sp. (hybrid),Bucephala albeola x clangula/islandica
647,species,bargol,Barrow's Goldeneye,Bucephala islandica
648,hybrid,cxbgol1,Common x Barrow's Goldeneye (hybrid),Bucephala clangula x islandica
649,slash,y00004,Common/Barrow's Goldeneye,Bucephala clangula/islandica
650,species,smew,Smew,Mergellus albellus
651,species,hoomer,Hooded Merganser,Lophodytes cucullatus
652,hybrid,x00202,Wood Duck x Hooded Merganser (hybrid),Aix sponsa x Lophodytes cucullatus
653,hybrid,x00424,Bufflehead x Hooded Merganser (hybrid),Bucephala albeola x Lophodytes cucullatus
654,hybrid,x00425,Common Goldeneye x Hooded Merganser (hybrid),Bucephala clangula x Lophodytes cucullatus
655,hybrid,x00426,Barrow's Goldeneye x Hooded Merganser (hybrid),Bucephala islandica x Lophodytes cucullatus
656,hybrid,x00631,goldeneye sp. x Hooded Merganser (hybrid),Bucephala clangula/islandica x Lophodytes cucullatus
657,species,auimer1,Auckland Islands Merganser,Mergus australis
658,species,commer,Common Merganser,Mergus merganser
659,issf,goosan1,Common Merganser (Eurasian),Mergus merganser merganser/orientalis
662,issf,commer1,Common Merganser (North American),Mergus merganser americanus
663,hybrid,x00840,Common Eider x Common Merganser (hybrid),Somateria mollissima x Mergus merganser
664,hybrid,x00726,Hooded x Common Merganser (hybrid),Lophodytes cucullatus x Mergus merganser
665,species,bramer1,Brazilian Merganser,Mergus octosetaceus
666,species,rebmer,Red-breasted Merganser,Mergus serrator
667,hybrid,x00614,Ring-necked Duck x Red-breasted Merganser (hybrid),Aythya collaris x Mergus serrator
668,hybrid,x00780,Common x Red-breasted Merganser (hybrid),Mergus merganser x serrator
669,slash,y00224,Common/Red-breasted Merganser,Mergus merganser/serrator
670,species,scsmer1,Scaly-sided Merganser,Mergus squamatus
671,spuh,mergan1,merganser sp.,Mergellus/Lophodytes/Mergus sp.
672,species,blhduc1,Black-headed Duck,Heteronetta atricapilla
673,species,masduc,Masked Duck,Nomonyx dominicus
674,species,rudduc,Ruddy Duck,Oxyura jamaicensis
675,species,andduc1,Andean Duck,Oxyura ferruginea
676,issf,andduc2,Andean Duck (andina),Oxyura ferruginea andina
677,issf,rudduc2,Andean Duck (ferruginea),Oxyura ferruginea ferruginea
678,slash,y00710,Masked/Ruddy Duck,Nomonyx dominicus/Oxyura jamaicensis
679,species,whhduc1,White-headed Duck,Oxyura leucocephala
680,hybrid,x00705,Ruddy x White-headed Duck (hybrid),Oxyura jamaicensis x leucocephala
681,species,macduc1,Maccoa Duck,Oxyura maccoa
682,species,lakduc1,Lake Duck,Oxyura vittata
683,slash,y00601,Andean/Lake Duck,Oxyura ferruginea/vittata
684,species,blbduc1,Blue-billed Duck,Oxyura australis
685,species,musduc1,Musk Duck,Biziura lobata
688,spuh,duck1,duck sp.,Anatinae sp.
689,spuh,waterf1,waterfowl sp.,Anatidae sp.
690,species,ausbrt1,Australian Brushturkey,Alectura lathami
693,species,watbrt1,Wattled Brushturkey,Aepypodius arfakianus
696,species,brubrt1,Waigeo Brushturkey,Aepypodius bruijnii
697,species,rebbrt1,Red-billed Brushturkey,Talegalla cuvieri
700,species,bkbbrt1,Yellow-legged Brushturkey,Talegalla fuscirostris
705,species,bncbrt1,Red-legged Brushturkey,Talegalla jobiensis
708,spuh,talega1,Talegalla sp.,Talegalla sp.
709,species,mallee1,Malleefowl,Leipoa ocellata
710,species,maleo1,Maleo,Macrocephalon maleo
711,species,molscr1,Moluccan Scrubfowl,Eulipoa wallacei
712,species,niuscr1,Niuafoou Scrubfowl,Megapodius pritchardii
713,species,micscr1,Micronesian Scrubfowl,Megapodius laperouse
716,species,nicscr1,Nicobar Scrubfowl,Megapodius nicobariensis
719,species,tabscr1,Tabon Scrubfowl,Megapodius cumingii
727,species,sulscr1,Sula Scrubfowl,Megapodius bernsteinii
728,species,tanscr1,Tanimbar Scrubfowl,Megapodius tenimberensis
729,species,dusscr2,Dusky Scrubfowl,Megapodius freycinet
733,species,dusscr3,Biak Scrubfowl,Megapodius geelvinkianus
734,species,forscr1,Forsten's Scrubfowl,Megapodius forsteni
737,species,melscr1,Melanesian Scrubfowl,Megapodius eremita
738,species,vanscr1,Vanuatu Scrubfowl,Megapodius layardi
739,species,negscr1,New Guinea Scrubfowl,Megapodius decollatus
740,species,orfscr1,Orange-footed Scrubfowl,Megapodius reinwardt
746,species,placha,Plain Chachalaca,Ortalis vetula
751,species,grhcha1,Gray-headed Chachalaca,Ortalis cinereiceps
752,species,chwcha1,Chestnut-winged Chachalaca,Ortalis garrula
753,species,ruvcha1,Rufous-vented Chachalaca,Ortalis ruficauda
754,issf,ruvcha2,Rufous-vented Chachalaca (Rufous-vented),Ortalis ruficauda ruficrissa
755,issf,ruvcha3,Rufous-vented Chachalaca (Rufous-tipped),Ortalis ruficauda ruficauda
756,species,ruhcha1,Rufous-headed Chachalaca,Ortalis erythroptera
757,species,rubcha1,Rufous-bellied Chachalaca,Ortalis wagleri
758,species,wemcha1,West Mexican Chachalaca,Ortalis poliocephala
759,species,chacha1,Chaco Chachalaca,Ortalis canicollis
762,species,whbcha1,White-bellied Chachalaca,Ortalis leucogastra
763,species,colcha1,Colombian Chachalaca,Ortalis columbiana
764,species,specha3,Speckled Chachalaca,Ortalis guttata
765,issf,specha6,Speckled Chachalaca (Speckled),Ortalis guttata guttata/subaffinis
768,issf,specha5,Speckled Chachalaca (Parana),Ortalis guttata remota
769,species,specha2,East Brazilian Chachalaca,Ortalis araucuan
770,species,specha4,Scaled Chachalaca,Ortalis squamata
771,species,varcha1,Variable Chachalaca,Ortalis motmot
772,issf,varcha2,Variable Chachalaca (Little),Ortalis motmot motmot
773,issf,varcha3,Variable Chachalaca (Chestnut-headed),Ortalis motmot ruficeps
774,species,bubcha1,Buff-browed Chachalaca,Ortalis superciliaris
775,spuh,chacha2,chachalaca sp.,Ortalis sp.
776,species,batgua1,Band-tailed Guan,Penelope argyrotis
780,species,beagua1,Bearded Guan,Penelope barbata
781,species,baugua1,Baudo Guan,Penelope ortoni
782,species,andgua1,Andean Guan,Penelope montagnii
788,species,margua1,Marail Guan,Penelope marail
791,species,rumgua1,Rusty-margined Guan,Penelope superciliaris
795,species,refgua1,Red-faced Guan,Penelope dabbenei
796,species,spigua1,Spix's Guan,Penelope jacquacu
797,issf,spigua3,Spix's Guan (Grant's),Penelope jacquacu granti
798,issf,spigua2,Spix's Guan (Spix's),Penelope jacquacu [jacquacu Group]
802,slash,y00657,Marail/Spix's Guan,Penelope marail/jacquacu
803,species,cregua1,Crested Guan,Penelope purpurascens
807,species,caugua1,Cauca Guan,Penelope perspicax
808,species,whwgua1,White-winged Guan,Penelope albipennis
809,species,dulgua1,Dusky-legged Guan,Penelope obscura
810,issf,dulgua2,Dusky-legged Guan (Dusky-legged),Penelope obscura obscura/bronzina
813,issf,dulgua3,Dusky-legged Guan (Bridges's),Penelope obscura bridgesi
814,species,whcgua1,White-crested Guan,Penelope pileata
815,species,chbgua1,Chestnut-bellied Guan,Penelope ochrogaster
816,species,whbgua1,White-browed Guan,Penelope jacucaca
817,spuh,penelo1,Penelope sp.,Penelope sp.
818,species,trpgua1,Trinidad Piping-Guan,Pipile pipile
819,species,btpgua1,Blue-throated Piping-Guan,Pipile cumanensis
820,issf,butpig1,Blue-throated Piping-Guan (Blue-throated),Pipile cumanensis cumanensis
821,issf,butpig2,Blue-throated Piping-Guan (White-throated),Pipile cumanensis grayi
822,species,rtpgua1,Red-throated Piping-Guan,Pipile cujubi
823,issf,retpig1,Red-throated Piping-Guan (Gray-crested),Pipile cujubi cujubi
824,issf,retpig2,Red-throated Piping-Guan (White-crested),Pipile cujubi nattereri
825,slash,y00831,Blue-throated/Red-throated Piping-Guan,Pipile cumanensis/cujubi
826,species,bfpgua1,Black-fronted Piping-Guan,Pipile jacutinga
827,species,watgua1,Wattled Guan,Aburria aburri
828,species,blagua1,Black Guan,Chamaepetes unicolor
829,species,siwgua1,Sickle-winged Guan,Chamaepetes goudotii
835,species,higgua1,Highland Guan,Penelopina nigra
836,species,horgua1,Horned Guan,Oreophasis derbianus
837,species,noccur1,Nocturnal Curassow,Nothocrax urumutum
838,species,crecur2,Crestless Curassow,Mitu tomentosum
839,species,salcur1,Salvin's Curassow,Mitu salvini
840,species,rabcur2,Razor-billed Curassow,Mitu tuberosum
841,species,alacur1,Alagoas Curassow,Mitu mitu
842,species,helcur1,Helmeted Curassow,Pauxi pauxi
845,species,horcur2,Sira Curassow,Pauxi koepckeae
846,species,horcur3,Horned Curassow,Pauxi unicornis
847,species,grecur1,Great Curassow,Crax rubra
850,species,bubcur1,Blue-billed Curassow,Crax alberti
851,species,yekcur1,Yellow-knobbed Curassow,Crax daubentoni
852,species,blacur1,Black Curassow,Crax alector
855,species,watcur1,Wattled Curassow,Crax globulosa
856,species,bafcur1,Bare-faced Curassow,Crax fasciolata
857,issf,bafcur2,Bare-faced Curassow (Belem),Crax fasciolata pinima
858,issf,bafcur3,Bare-faced Curassow (Bare-faced),Crax fasciolata fasciolata/grayi
861,species,rebcur1,Red-billed Curassow,Crax blumenbachii
862,spuh,curass1,curassow sp.,Cracidae sp. (curassow sp.)
863,spuh,cracid1,Cracidae sp.,Cracidae sp.
864,species,helgui,Helmeted Guineafowl,Numida meleagris
865,issf,helgui2,Helmeted Guineafowl (Moroccan),Numida meleagris sabyi
866,issf,helgui4,Helmeted Guineafowl (West African),Numida meleagris galeatus
867,issf,helgui3,Helmeted Guineafowl (Helmeted),Numida meleagris meleagris/somaliensis
870,issf,helgui5,Helmeted Guineafowl (Reichenow's),Numida meleagris reichenowi
871,issf,helgui6,Helmeted Guineafowl (Tufted),Numida meleagris [mitratus Group]
876,domestic,helgui1,Helmeted Guineafowl (Domestic type),Numida meleagris (Domestic type)
877,species,whbgui1,White-breasted Guineafowl,Agelastes meleagrides
878,species,blagui1,Black Guineafowl,Agelastes niger
879,species,vulgui1,Vulturine Guineafowl,Acryllium vulturinum
880,species,plugui1,Plumed Guineafowl,Guttera plumifera
883,species,cregui1,Crested Guineafowl,Guttera pucherani
884,issf,cregui3,Crested Guineafowl (Kenya),Guttera pucherani pucherani
885,issf,cregui2,Crested Guineafowl (Western),Guttera pucherani verreauxi/sclateri
888,issf,cregui4,Crested Guineafowl (Southern),Guttera pucherani edouardi/barbata
891,species,stopar1,Stone Partridge,Ptilopachus petrosus
892,issf,stopar2,Stone Partridge (Stone),Ptilopachus petrosus petrosus
893,issf,stopar3,Stone Partridge (Ethiopian),Ptilopachus petrosus major
894,species,nahfra2,Nahan's Francolin,Ptilopachus nahani
895,species,tafqua1,Tawny-faced Quail,Rhynchortyx cinctus
899,species,mouqua,Mountain Quail,Oreortyx pictus
900,species,bewpar1,Bearded Wood-Partridge,Dendrortyx barbatus
901,species,ltwpar1,Long-tailed Wood-Partridge,Dendrortyx macroura
908,species,bcwpar1,Buffy-crowned Wood-Partridge,Dendrortyx leucophrys
911,species,banqua1,Banded Quail,Philortyx fasciatus
912,species,norbob,Northern Bobwhite,Colinus virginianus
913,issf,norbob1,Northern Bobwhite (Eastern),Colinus virginianus [virginianus Group]
923,issf,norbob2,Northern Bobwhite (graysoni/nigripectus),Colinus virginianus graysoni/nigripectus
926,issf,norbob3,Northern Bobwhite (pectoralis Group),Colinus virginianus [pectoralis Group]
931,issf,masbob1,Northern Bobwhite (Masked),Colinus virginianus [coyoleos Group]
938,species,bltbob1,Black-throated Bobwhite,Colinus nigrogularis
943,species,crebob1,Crested Bobwhite,Colinus cristatus
944,issf,crebob2,Crested Bobwhite (Spot-bellied),Colinus cristatus [leucopogon Group]
951,issf,crebob3,Crested Bobwhite (Crested),Colinus cristatus [cristatus Group]
966,species,scaqua,Scaled Quail,Callipepla squamata
971,hybrid,x00688,Northern Bobwhite x Scaled Quail (hybrid),Colinus virginianus x Callipepla squamata
972,species,elequa,Elegant Quail,Callipepla douglasii
978,species,calqua,California Quail,Callipepla californica
987,hybrid,x00687,Scaled x California Quail (hybrid),Callipepla squamata x californica
988,species,gamqua,Gambel's Quail,Callipepla gambelii
996,hybrid,x00689,Scaled x Gambel's Quail (hybrid),Callipepla squamata x gambelii
997,hybrid,y00315,California x Gambel's Quail (hybrid),Callipepla californica x gambelii
998,slash,y00711,California/Gambel's Quail,Callipepla californica/gambelii
999,species,monqua,Montezuma Quail,Cyrtonyx montezumae
1000,issf,monqua1,Montezuma Quail (Montezuma),Cyrtonyx montezumae [montezumae Group]
1004,issf,monqua2,Montezuma Quail (Salle's),Cyrtonyx montezumae sallei/rowleyi
1007,species,ocequa1,Ocellated Quail,Cyrtonyx ocellatus
1008,species,sinqua1,Singing Quail,Dactylortyx thoracicus
1026,species,mawqua1,Marbled Wood-Quail,Odontophorus gujanensis
1035,species,swwqua1,Spot-winged Wood-Quail,Odontophorus capueira
1038,species,bewqua1,Black-eared Wood-Quail,Odontophorus melanotis
1041,species,bfwqua1,Black-fronted Wood-Quail,Odontophorus atrifrons
1045,species,rfwqua1,Rufous-fronted Wood-Quail,Odontophorus erythrops
1048,species,chwqua1,Chestnut Wood-Quail,Odontophorus hyperythrus
1049,species,dbwqua1,Dark-backed Wood-Quail,Odontophorus melanonotus
1050,species,rbwqua1,Rufous-breasted Wood-Quail,Odontophorus speciosus
1054,species,tawqua1,Tacarcuna Wood-Quail,Odontophorus dialeucos
1055,species,gowqua1,Gorgeted Wood-Quail,Odontophorus strophium
1056,species,venwoq1,Venezuelan Wood-Quail,Odontophorus columbianus
1057,species,bbwqua1,Black-breasted Wood-Quail,Odontophorus leucolaemus
1058,species,sfwqua1,Stripe-faced Wood-Quail,Odontophorus balliviani
1059,species,stwqua1,Starred Wood-Quail,Odontophorus stellatus
1060,species,spwqua1,Spotted Wood-Quail,Odontophorus guttatus
1061,spuh,wood-q1,wood-quail sp.,Odontophorus sp.
1062,spuh,quail1,new world quail sp.,Odontophoridae sp.
1063,species,udzpar1,Udzungwa Partridge,Xenoperdix udzungwensis
1064,issf,udzpar3,Udzungwa Partridge (Udzungwa),Xenoperdix udzungwensis udzungwensis
1065,issf,udzpar2,Udzungwa Partridge (Rubeho),Xenoperdix udzungwensis obscurata
1066,species,ferpar2,Ferruginous Partridge,Caloperdix oculeus
1070,species,crepar1,Crested Partridge,Rollulus rouloul
1071,species,blapar2,Black Partridge,Melanoperdix niger
1074,species,hilpar1,Hill Partridge,Arborophila torqueola
1079,species,sicpar1,Sichuan Partridge,Arborophila rufipectus
1080,species,chbpar2,Chestnut-breasted Partridge,Arborophila mandellii
1081,species,whnpar2,White-necklaced Partridge,Arborophila gingica
1084,species,rutpar1,Rufous-throated Partridge,Arborophila rufogularis
1091,species,whcpar1,White-cheeked Partridge,Arborophila atrogularis
1092,species,taipar1,Taiwan Partridge,Arborophila crudigularis
1093,species,haipar1,Hainan Partridge,Arborophila ardens
1094,species,chbpar1,Chestnut-bellied Partridge,Arborophila javanica
1097,species,gybpar3,Malaysian Partridge,Arborophila campbelli
1098,species,gybpar5,Roll's Partridge,Arborophila rolli
1099,species,gybpar6,Sumatran Partridge,Arborophila sumatrana
1100,slash,y01018,Roll's/Sumatran Partridge,Arborophila rolli/sumatrana
1101,species,gybpar4,Gray-breasted Partridge,Arborophila orientalis
1102,species,babpar1,Bar-backed Partridge,Arborophila brunneopectus
1106,species,ornpar1,Orange-necked Partridge,Arborophila davidi
1107,species,chhpar1,Chestnut-headed Partridge,Arborophila cambodiana
1108,issf,chhpar3,Chestnut-headed Partridge (Siamese),Arborophila cambodiana diversa
1109,issf,chhpar2,Chestnut-headed Partridge (Chestnut-headed),Arborophila cambodiana cambodiana/chandamonyi
1112,species,rebpar5,Red-breasted Partridge,Arborophila hyperythra
1115,species,rebpar3,Red-billed Partridge,Arborophila rubrirostris
